"reg";"cl_age90";"jour";"hosp";"rea";"dc";"rad"
"93";9;"2020-08-19";0;0;0;34
"93";19;"2020-08-19";0;0;0;52
"93";29;"2020-08-19";6;1;1;335
"93";39;"2020-08-19";10;0;2;443
"93";49;"2020-08-19";12;1;6;569
"93";59;"2020-08-19";28;2;37;938
"93";69;"2020-08-19";59;8;79;1047
"93";79;"2020-08-19";74;6;207;1048
"93";89;"2020-08-19";103;5;398;987
"93";90;"2020-08-19";61;0;242;549
"94";0;"2020-08-19";4;0;59;256
"94";9;"2020-08-19";0;0;0;6
"94";19;"2020-08-19";0;0;0;1
"94";29;"2020-08-19";0;0;0;14
"94";39;"2020-08-19";0;0;0;18
"94";49;"2020-08-19";1;0;1;22
"94";59;"2020-08-19";0;0;1;38
"94";69;"2020-08-19";1;0;3;39
"94";79;"2020-08-19";2;0;16;53
"94";89;"2020-08-19";0;0;25;44
"94";90;"2020-08-19";0;0;13;21
"01";0;"2020-08-20";10;5;19;88
"01";9;"2020-08-20";0;0;0;0
"01";19;"2020-08-20";0;0;0;2
"01";29;"2020-08-20";0;0;0;1
"01";39;"2020-08-20";3;1;0;5
"01";49;"2020-08-20";3;1;0;7
"01";59;"2020-08-20";0;0;1;19
"01";69;"2020-08-20";2;1;5;21
"01";79;"2020-08-20";1;1;7;16
"01";89;"2020-08-20";1;1;6;16
"01";90;"2020-08-20";0;0;0;0
"02";0;"2020-08-20";4;1;17;99
"02";9;"2020-08-20";0;0;0;0
"02";19;"2020-08-20";0;0;0;0
"02";29;"2020-08-20";0;0;0;3
"02";39;"2020-08-20";2;1;0;5
"02";49;"2020-08-20";0;0;0;12
"02";59;"2020-08-20";1;0;1;24
"02";69;"2020-08-20";0;0;4;25
"02";79;"2020-08-20";0;0;5;22
"02";89;"2020-08-20";1;0;5;7
"02";90;"2020-08-20";0;0;2;1
"03";0;"2020-08-20";88;15;50;1376
"03";9;"2020-08-20";4;0;0;75
"03";19;"2020-08-20";5;0;0;79
"03";29;"2020-08-20";13;0;2;282
"03";39;"2020-08-20";16;1;0;294
"03";49;"2020-08-20";9;1;2;212
"03";59;"2020-08-20";10;4;4;142
"03";69;"2020-08-20";16;8;14;152
"03";79;"2020-08-20";12;1;15;91
"03";89;"2020-08-20";3;0;11;40
"03";90;"2020-08-20";0;0;1;6
"04";0;"2020-08-20";38;9;5;187
"04";9;"2020-08-20";1;0;0;4
"04";19;"2020-08-20";2;0;1;8
"04";29;"2020-08-20";2;1;0;27
"04";39;"2020-08-20";4;0;1;21
"04";49;"2020-08-20";3;1;2;24
"04";59;"2020-08-20";5;4;0;31
"04";69;"2020-08-20";9;1;0;39
"04";79;"2020-08-20";7;1;0;23
"04";89;"2020-08-20";4;1;1;9
"04";90;"2020-08-20";1;0;0;1
"06";0;"2020-08-20";7;2;28;437
"06";9;"2020-08-20";1;0;0;16
"06";19;"2020-08-20";1;1;0;25
"06";29;"2020-08-20";2;0;0;69
"06";39;"2020-08-20";0;0;0;63
"06";49;"2020-08-20";1;0;4;55
"06";59;"2020-08-20";1;0;5;73
"06";69;"2020-08-20";1;1;8;69
"06";79;"2020-08-20";0;0;6;33
"06";89;"2020-08-20";0;0;4;24
"06";90;"2020-08-20";0;0;1;1
"11";0;"2020-08-20";2485;190;7656;30302
"11";9;"2020-08-20";12;3;2;326
"11";19;"2020-08-20";10;0;3;203
"11";29;"2020-08-20";50;3;12;885
"11";39;"2020-08-20";64;6;55;1961
"11";49;"2020-08-20";142;16;148;3139
"11";59;"2020-08-20";281;26;545;4895
"11";69;"2020-08-20";441;54;1105;5603
"11";79;"2020-08-20";567;54;1776;5251
"11";89;"2020-08-20";597;22;2428;5133
"11";90;"2020-08-20";294;4;1525;2636
"24";0;"2020-08-20";59;5;570;2363
"24";9;"2020-08-20";0;0;0;29
"24";19;"2020-08-20";0;0;0;17
"24";29;"2020-08-20";1;0;1;41
"24";39;"2020-08-20";4;1;2;90
"24";49;"2020-08-20";3;0;3;161
"24";59;"2020-08-20";5;0;17;258
"24";69;"2020-08-20";12;2;42;395
"24";79;"2020-08-20";20;2;102;445
"24";89;"2020-08-20";11;0;220;596
"24";90;"2020-08-20";3;0;181;321
"27";0;"2020-08-20";23;4;1064;4096
"27";9;"2020-08-20";0;0;0;24
"27";19;"2020-08-20";0;0;0;28
"27";29;"2020-08-20";2;0;0;88
"27";39;"2020-08-20";0;0;5;167
"27";49;"2020-08-20";2;0;5;293
"27";59;"2020-08-20";0;0;27;460
"27";69;"2020-08-20";3;1;88;677
"27";79;"2020-08-20";6;3;221;869
"27";89;"2020-08-20";8;0;472;1025
"27";90;"2020-08-20";2;0;244;459
"28";0;"2020-08-20";74;1;447;1878
"28";9;"2020-08-20";0;0;0;6
"28";19;"2020-08-20";0;0;0;9
"28";29;"2020-08-20";0;0;0;53
"28";39;"2020-08-20";2;0;2;103
"28";49;"2020-08-20";1;0;11;153
"28";59;"2020-08-20";3;1;18;262
"28";69;"2020-08-20";20;0;58;339
"28";79;"2020-08-20";15;0;96;372
"28";89;"2020-08-20";26;0;176;385
"28";90;"2020-08-20";6;0;86;188
"32";0;"2020-08-20";480;39;1934;7175
"32";9;"2020-08-20";2;1;0;54
"32";19;"2020-08-20";1;0;0;40
"32";29;"2020-08-20";3;1;1;234
"32";39;"2020-08-20";11;1;4;433
"32";49;"2020-08-20";15;1;14;689
"32";59;"2020-08-20";36;6;81;1013
"32";69;"2020-08-20";91;8;251;1172
"32";79;"2020-08-20";110;12;411;1359
"32";89;"2020-08-20";156;8;766;1505
"32";90;"2020-08-20";49;1;399;649
"44";0;"2020-08-20";528;18;3642;12979
"44";9;"2020-08-20";1;0;1;163
"44";19;"2020-08-20";3;0;0;77
"44";29;"2020-08-20";6;0;2;317
"44";39;"2020-08-20";10;0;18;571
"44";49;"2020-08-20";16;0;37;882
"44";59;"2020-08-20";46;3;101;1711
"44";69;"2020-08-20";86;8;399;2467
"44";79;"2020-08-20";124;5;893;2733
"44";89;"2020-08-20";158;2;1463;2819
"44";90;"2020-08-20";63;0;712;1159
"52";0;"2020-08-20";99;11;487;2358
"52";9;"2020-08-20";0;0;0;9
"52";19;"2020-08-20";0;0;0;18
"52";29;"2020-08-20";3;1;0;71
"52";39;"2020-08-20";5;3;0;129
"52";49;"2020-08-20";3;0;4;205
"52";59;"2020-08-20";8;1;13;282
"52";69;"2020-08-20";18;3;53;376
"52";79;"2020-08-20";18;1;87;437
"52";89;"2020-08-20";28;2;197;551
"52";90;"2020-08-20";16;0;133;280
"53";0;"2020-08-20";62;4;268;1372
"53";9;"2020-08-20";1;0;0;15
"53";19;"2020-08-20";0;0;0;9
"53";29;"2020-08-20";1;0;0;37
"53";39;"2020-08-20";2;0;1;81
"53";49;"2020-08-20";2;0;2;124
"53";59;"2020-08-20";8;1;8;180
"53";69;"2020-08-20";12;1;28;208
"53";79;"2020-08-20";14;2;55;297
"53";89;"2020-08-20";15;0;100;285
"53";90;"2020-08-20";6;0;74;132
"75";0;"2020-08-20";63;9;430;2301
"75";9;"2020-08-20";0;0;0;14
"75";19;"2020-08-20";0;0;0;20
"75";29;"2020-08-20";3;0;2;77
"75";39;"2020-08-20";2;1;2;129
"75";49;"2020-08-20";2;1;3;179
"75";59;"2020-08-20";6;2;13;335
"75";69;"2020-08-20";14;3;43;414
"75";79;"2020-08-20";19;2;100;400
"75";89;"2020-08-20";8;0;162;471
"75";90;"2020-08-20";8;0;105;249
"76";0;"2020-08-20";91;13;520;3030
"76";9;"2020-08-20";0;0;0;26
"76";19;"2020-08-20";1;0;0;23
"76";29;"2020-08-20";6;1;1;112
"76";39;"2020-08-20";0;0;1;167
"76";49;"2020-08-20";5;2;3;290
"76";59;"2020-08-20";8;1;19;461
"76";69;"2020-08-20";23;4;62;529
"76";79;"2020-08-20";20;3;106;609
"76";89;"2020-08-20";19;2;201;524
"76";90;"2020-08-20";8;0;127;287
"84";0;"2020-08-20";257;19;1772;8256
"84";9;"2020-08-20";1;1;0;51
"84";19;"2020-08-20";2;0;0;51
"84";29;"2020-08-20";5;0;1;254
"84";39;"2020-08-20";4;2;4;401
"84";49;"2020-08-20";10;0;12;581
"84";59;"2020-08-20";21;2;46;1035
"84";69;"2020-08-20";40;3;144;1329
"84";79;"2020-08-20";79;10;364;1663
"84";89;"2020-08-20";65;1;726;1843
"84";90;"2020-08-20";30;0;454;956
"93";0;"2020-08-20";351;23;981;6062
"93";9;"2020-08-20";0;0;0;34
"93";19;"2020-08-20";0;0;0;52
"93";29;"2020-08-20";7;1;1;337
"93";39;"2020-08-20";10;0;2;447
"93";49;"2020-08-20";14;1;6;569
"93";59;"2020-08-20";30;2;37;942
"93";69;"2020-08-20";60;8;79;1052
"93";79;"2020-08-20";73;5;207;1054
"93";89;"2020-08-20";101;6;400;991
"93";90;"2020-08-20";56;0;244;555
"94";0;"2020-08-20";4;0;59;256
"94";9;"2020-08-20";0;0;0;6
"94";19;"2020-08-20";0;0;0;1
"94";29;"2020-08-20";0;0;0;14
"94";39;"2020-08-20";0;0;0;18
"94";49;"2020-08-20";1;0;1;22
"94";59;"2020-08-20";0;0;1;38
"94";69;"2020-08-20";1;0;3;39
"94";79;"2020-08-20";2;0;16;53
"94";89;"2020-08-20";0;0;25;44
"94";90;"2020-08-20";0;0;13;21
"01";0;"2020-08-21";8;5;19;90
"01";9;"2020-08-21";0;0;0;0
"01";19;"2020-08-21";0;0;0;2
"01";29;"2020-08-21";0;0;0;1
"01";39;"2020-08-21";1;1;0;7
"01";49;"2020-08-21";3;1;0;7
"01";59;"2020-08-21";0;0;1;19
"01";69;"2020-08-21";2;1;5;21
"01";79;"2020-08-21";1;1;7;16
"01";89;"2020-08-21";1;1;6;16
"01";90;"2020-08-21";0;0;0;0
"02";0;"2020-08-21";10;2;17;99
"02";9;"2020-08-21";0;0;0;0
"02";19;"2020-08-21";0;0;0;0
"02";29;"2020-08-21";0;0;0;3
"02";39;"2020-08-21";2;1;0;5
"02";49;"2020-08-21";1;0;0;12
"02";59;"2020-08-21";2;0;1;24
"02";69;"2020-08-21";1;0;4;25
"02";79;"2020-08-21";1;0;5;22
"02";89;"2020-08-21";3;1;5;7
"02";90;"2020-08-21";0;0;2;1
"03";0;"2020-08-21";88;17;51;1396
"03";9;"2020-08-21";3;0;0;77
"03";19;"2020-08-21";5;0;0;80
"03";29;"2020-08-21";16;0;2;287
"03";39;"2020-08-21";16;1;0;297
"03";49;"2020-08-21";7;2;2;216
"03";59;"2020-08-21";11;4;4;144
"03";69;"2020-08-21";18;8;15;152
"03";79;"2020-08-21";9;2;15;94
"03";89;"2020-08-21";3;0;11;40
"03";90;"2020-08-21";0;0;1;6
"04";0;"2020-08-21";43;8;5;190
"04";9;"2020-08-21";2;0;0;4
"04";19;"2020-08-21";3;0;1;8
"04";29;"2020-08-21";1;1;0;28
"04";39;"2020-08-21";5;0;1;22
"04";49;"2020-08-21";3;1;2;24
"04";59;"2020-08-21";5;3;0;31
"04";69;"2020-08-21";9;1;0;39
"04";79;"2020-08-21";7;1;0;24
"04";89;"2020-08-21";7;1;1;9
"04";90;"2020-08-21";1;0;0;1
"06";0;"2020-08-21";6;1;28;438
"06";9;"2020-08-21";1;0;0;16
"06";19;"2020-08-21";1;1;0;25
"06";29;"2020-08-21";1;0;0;70
"06";39;"2020-08-21";0;0;0;63
"06";49;"2020-08-21";1;0;4;55
"06";59;"2020-08-21";1;0;5;73
"06";69;"2020-08-21";1;0;8;69
"06";79;"2020-08-21";0;0;6;33
"06";89;"2020-08-21";0;0;4;24
"06";90;"2020-08-21";0;0;1;1
"11";0;"2020-08-21";2463;176;7671;30370
"11";9;"2020-08-21";9;1;2;330
"11";19;"2020-08-21";6;0;3;208
"11";29;"2020-08-21";49;3;12;893
"11";39;"2020-08-21";65;7;55;1969
"11";49;"2020-08-21";150;15;149;3140
"11";59;"2020-08-21";275;26;545;4905
"11";69;"2020-08-21";433;49;1107;5614
"11";79;"2020-08-21";564;50;1779;5259
"11";89;"2020-08-21";593;20;2434;5143
"11";90;"2020-08-21";295;4;1527;2637
"24";0;"2020-08-21";61;8;571;2368
"24";9;"2020-08-21";0;0;0;29
"24";19;"2020-08-21";0;0;0;17
"24";29;"2020-08-21";0;0;1;42
"24";39;"2020-08-21";5;2;2;90
"24";49;"2020-08-21";4;1;3;162
"24";59;"2020-08-21";5;0;17;258
"24";69;"2020-08-21";11;2;43;396
"24";79;"2020-08-21";22;3;102;445
"24";89;"2020-08-21";11;0;220;598
"24";90;"2020-08-21";3;0;181;321
"27";0;"2020-08-21";18;4;1064;4103
"27";9;"2020-08-21";0;0;0;24
"27";19;"2020-08-21";0;0;0;28
"27";29;"2020-08-21";2;0;0;88
"27";39;"2020-08-21";0;0;5;167
"27";49;"2020-08-21";1;0;5;295
"27";59;"2020-08-21";1;0;27;460
"27";69;"2020-08-21";1;1;88;679
"27";79;"2020-08-21";5;3;221;870
"27";89;"2020-08-21";7;0;472;1026
"27";90;"2020-08-21";1;0;244;460
"28";0;"2020-08-21";75;1;447;1878
"28";9;"2020-08-21";0;0;0;6
"28";19;"2020-08-21";0;0;0;9
"28";29;"2020-08-21";0;0;0;53
"28";39;"2020-08-21";2;0;2;103
"28";49;"2020-08-21";1;0;11;153
"28";59;"2020-08-21";3;1;18;262
"28";69;"2020-08-21";20;0;58;339
"28";79;"2020-08-21";15;0;96;372
"28";89;"2020-08-21";26;0;176;385
"28";90;"2020-08-21";7;0;86;188
"32";0;"2020-08-21";470;36;1936;7188
"32";9;"2020-08-21";2;1;0;55
"32";19;"2020-08-21";0;0;0;41
"32";29;"2020-08-21";2;0;2;234
"32";39;"2020-08-21";11;1;4;433
"32";49;"2020-08-21";14;1;14;690
"32";59;"2020-08-21";36;5;81;1013
"32";69;"2020-08-21";91;7;252;1172
"32";79;"2020-08-21";108;13;411;1362
"32";89;"2020-08-21";152;7;766;1511
"32";90;"2020-08-21";48;1;399;650
"44";0;"2020-08-21";524;20;3644;12986
"44";9;"2020-08-21";1;0;1;163
"44";19;"2020-08-21";3;0;0;77
"44";29;"2020-08-21";5;0;2;318
"44";39;"2020-08-21";10;0;18;571
"44";49;"2020-08-21";17;0;37;882
"44";59;"2020-08-21";46;3;101;1711
"44";69;"2020-08-21";86;8;399;2467
"44";79;"2020-08-21";123;6;893;2734
"44";89;"2020-08-21";154;2;1465;2823
"44";90;"2020-08-21";64;1;712;1160
"52";0;"2020-08-21";104;11;487;2361
"52";9;"2020-08-21";0;0;0;9
"52";19;"2020-08-21";0;0;0;18
"52";29;"2020-08-21";2;0;0;72
"52";39;"2020-08-21";5;3;0;129
"52";49;"2020-08-21";5;1;4;205
"52";59;"2020-08-21";7;1;13;283
"52";69;"2020-08-21";17;4;53;377
"52";79;"2020-08-21";21;1;87;437
"52";89;"2020-08-21";29;1;197;551
"52";90;"2020-08-21";18;0;133;280
"53";0;"2020-08-21";65;5;268;1372
"53";9;"2020-08-21";1;0;0;15
"53";19;"2020-08-21";0;0;0;9
"53";29;"2020-08-21";1;0;0;37
"53";39;"2020-08-21";2;0;1;81
"53";49;"2020-08-21";3;0;2;124
"53";59;"2020-08-21";9;1;8;180
"53";69;"2020-08-21";12;1;28;208
"53";79;"2020-08-21";14;2;55;297
"53";89;"2020-08-21";15;0;100;285
"53";90;"2020-08-21";7;1;74;132
"75";0;"2020-08-21";66;11;430;2308
"75";9;"2020-08-21";0;0;0;14
"75";19;"2020-08-21";0;0;0;20
"75";29;"2020-08-21";3;0;2;78
"75";39;"2020-08-21";2;1;2;130
"75";49;"2020-08-21";2;1;3;179
"75";59;"2020-08-21";8;4;13;335
"75";69;"2020-08-21";13;3;43;416
"75";79;"2020-08-21";20;2;100;401
"75";89;"2020-08-21";8;0;162;473
"75";90;"2020-08-21";9;0;105;249
"76";0;"2020-08-21";97;14;520;3039
"76";9;"2020-08-21";0;0;0;26
"76";19;"2020-08-21";1;0;0;23
"76";29;"2020-08-21";5;1;1;113
"76";39;"2020-08-21";1;0;1;167
"76";49;"2020-08-21";5;2;3;291
"76";59;"2020-08-21";12;2;19;461
"76";69;"2020-08-21";26;5;62;532
"76";79;"2020-08-21";20;2;106;611
"76";89;"2020-08-21";19;2;201;526
"76";90;"2020-08-21";8;0;127;287
"84";0;"2020-08-21";253;19;1772;8270
"84";9;"2020-08-21";1;1;0;51
"84";19;"2020-08-21";2;0;0;51
"84";29;"2020-08-21";4;0;1;256
"84";39;"2020-08-21";5;2;4;401
"84";49;"2020-08-21";12;1;12;581
"84";59;"2020-08-21";22;2;46;1036
"84";69;"2020-08-21";36;2;144;1332
"84";79;"2020-08-21";78;10;364;1667
"84";89;"2020-08-21";65;1;726;1845
"84";90;"2020-08-21";28;0;454;958
"93";0;"2020-08-21";363;27;983;6090
"93";9;"2020-08-21";2;0;0;34
"93";19;"2020-08-21";0;0;0;53
"93";29;"2020-08-21";10;1;1;337
"93";39;"2020-08-21";11;0;3;450
"93";49;"2020-08-21";12;0;6;577
"93";59;"2020-08-21";32;3;37;943
"93";69;"2020-08-21";67;10;79;1054
"93";79;"2020-08-21";75;6;207;1055
"93";89;"2020-08-21";99;7;401;998
"93";90;"2020-08-21";55;0;244;558
"94";0;"2020-08-21";6;2;59;256
"94";9;"2020-08-21";0;0;0;6
"94";19;"2020-08-21";0;0;0;1
"94";29;"2020-08-21";0;0;0;14
"94";39;"2020-08-21";0;0;0;18
"94";49;"2020-08-21";1;0;1;22
"94";59;"2020-08-21";1;1;1;38
"94";69;"2020-08-21";1;0;3;39
"94";79;"2020-08-21";3;1;16;53
"94";89;"2020-08-21";0;0;25;44
"94";90;"2020-08-21";0;0;13;21
"01";0;"2020-08-22";11;7;19;90
"01";9;"2020-08-22";0;0;0;0
"01";19;"2020-08-22";0;0;0;2
"01";29;"2020-08-22";0;0;0;1
"01";39;"2020-08-22";1;1;0;7
"01";49;"2020-08-22";4;2;0;7
"01";59;"2020-08-22";1;0;1;19
"01";69;"2020-08-22";3;2;5;21
"01";79;"2020-08-22";1;1;7;16
"01";89;"2020-08-22";1;1;6;16
"01";90;"2020-08-22";0;0;0;0
"02";0;"2020-08-22";11;3;17;99
"02";9;"2020-08-22";0;0;0;0
"02";19;"2020-08-22";0;0;0;0
"02";29;"2020-08-22";0;0;0;3
"02";39;"2020-08-22";2;1;0;5
"02";49;"2020-08-22";1;0;0;12
"02";59;"2020-08-22";2;0;1;24
"02";69;"2020-08-22";1;0;4;25
"02";79;"2020-08-22";1;0;5;22
"02";89;"2020-08-22";4;2;5;7
"02";90;"2020-08-22";0;0;2;1
"03";0;"2020-08-22";85;16;51;1411
"03";9;"2020-08-22";3;0;0;77
"03";19;"2020-08-22";4;0;0;82
"03";29;"2020-08-22";18;0;2;287
"03";39;"2020-08-22";14;1;0;301
"03";49;"2020-08-22";6;2;2;220
"03";59;"2020-08-22";12;4;4;145
"03";69;"2020-08-22";18;8;15;153
"03";79;"2020-08-22";5;1;15;97
"03";89;"2020-08-22";4;0;11;40
"03";90;"2020-08-22";0;0;1;6
"04";0;"2020-08-22";43;10;6;192
"04";9;"2020-08-22";2;1;0;4
"04";19;"2020-08-22";3;0;1;8
"04";29;"2020-08-22";1;1;0;28
"04";39;"2020-08-22";4;0;1;23
"04";49;"2020-08-22";2;1;2;25
"04";59;"2020-08-22";6;3;0;31
"04";69;"2020-08-22";9;1;1;39
"04";79;"2020-08-22";8;1;0;24
"04";89;"2020-08-22";7;2;1;9
"04";90;"2020-08-22";1;0;0;1
"06";0;"2020-08-22";6;1;28;438
"06";9;"2020-08-22";1;0;0;16
"06";19;"2020-08-22";1;1;0;25
"06";29;"2020-08-22";1;0;0;70
"06";39;"2020-08-22";0;0;0;63
"06";49;"2020-08-22";1;0;4;55
"06";59;"2020-08-22";1;0;5;73
"06";69;"2020-08-22";1;0;8;69
"06";79;"2020-08-22";0;0;6;33
"06";89;"2020-08-22";0;0;4;24
"06";90;"2020-08-22";0;0;1;1
"11";0;"2020-08-22";2447;170;7676;30409
"11";9;"2020-08-22";10;1;2;330
"11";19;"2020-08-22";6;0;3;208
"11";29;"2020-08-22";48;3;12;897
"11";39;"2020-08-22";63;7;55;1972
"11";49;"2020-08-22";150;15;149;3144
"11";59;"2020-08-22";274;26;545;4910
"11";69;"2020-08-22";426;48;1107;5623
"11";79;"2020-08-22";563;48;1779;5267
"11";89;"2020-08-22";591;18;2435;5146
"11";90;"2020-08-22";292;3;1531;2640
"24";0;"2020-08-22";60;8;571;2369
"24";9;"2020-08-22";0;0;0;29
"24";19;"2020-08-22";0;0;0;17
"24";29;"2020-08-22";0;0;1;42
"24";39;"2020-08-22";5;2;2;90
"24";49;"2020-08-22";4;1;3;162
"24";59;"2020-08-22";5;0;17;258
"24";69;"2020-08-22";11;2;43;396
"24";79;"2020-08-22";21;3;102;446
"24";89;"2020-08-22";11;0;220;598
"24";90;"2020-08-22";3;0;181;321
"27";0;"2020-08-22";19;5;1064;4102
"27";9;"2020-08-22";0;0;0;24
"27";19;"2020-08-22";0;0;0;28
"27";29;"2020-08-22";2;0;0;88
"27";39;"2020-08-22";0;0;5;167
"27";49;"2020-08-22";1;0;5;295
"27";59;"2020-08-22";1;0;27;460
"27";69;"2020-08-22";1;1;88;679
"27";79;"2020-08-22";6;4;221;869
"27";89;"2020-08-22";7;0;472;1026
"27";90;"2020-08-22";1;0;244;460
"28";0;"2020-08-22";71;1;446;1885
"28";9;"2020-08-22";0;0;0;6
"28";19;"2020-08-22";0;0;0;9
"28";29;"2020-08-22";0;0;0;53
"28";39;"2020-08-22";2;0;2;103
"28";49;"2020-08-22";1;0;11;154
"28";59;"2020-08-22";3;1;18;262
"28";69;"2020-08-22";16;0;58;343
"28";79;"2020-08-22";16;0;95;373
"28";89;"2020-08-22";25;0;176;386
"28";90;"2020-08-22";7;0;86;188
"32";0;"2020-08-22";471;36;1936;7190
"32";9;"2020-08-22";2;1;0;55
"32";19;"2020-08-22";0;0;0;41
"32";29;"2020-08-22";2;0;2;235
"32";39;"2020-08-22";11;1;4;433
"32";49;"2020-08-22";14;1;14;690
"32";59;"2020-08-22";36;5;81;1013
"32";69;"2020-08-22";90;7;252;1173
"32";79;"2020-08-22";108;13;411;1362
"32";89;"2020-08-22";154;7;766;1511
"32";90;"2020-08-22";48;1;399;650
"44";0;"2020-08-22";513;20;3645;12999
"44";9;"2020-08-22";0;0;1;164
"44";19;"2020-08-22";3;0;0;77
"44";29;"2020-08-22";4;0;2;319
"44";39;"2020-08-22";10;0;18;572
"44";49;"2020-08-22";17;0;37;882
"44";59;"2020-08-22";43;3;102;1713
"44";69;"2020-08-22";83;8;399;2471
"44";79;"2020-08-22";121;6;893;2736
"44";89;"2020-08-22";153;2;1465;2824
"44";90;"2020-08-22";65;1;712;1160
"52";0;"2020-08-22";106;11;488;2365
"52";9;"2020-08-22";0;0;0;9
"52";19;"2020-08-22";1;0;0;18
"52";29;"2020-08-22";1;0;0;73
"52";39;"2020-08-22";5;3;0;129
"52";49;"2020-08-22";7;1;4;205
"52";59;"2020-08-22";7;1;13;283
"52";69;"2020-08-22";17;4;53;378
"52";79;"2020-08-22";22;1;88;437
"52";89;"2020-08-22";29;1;197;552
"52";90;"2020-08-22";17;0;133;281
"53";0;"2020-08-22";66;5;269;1372
"53";9;"2020-08-22";1;0;0;15
"53";19;"2020-08-22";0;0;0;9
"53";29;"2020-08-22";1;0;0;37
"53";39;"2020-08-22";2;0;1;81
"53";49;"2020-08-22";3;0;2;124
"53";59;"2020-08-22";9;1;8;180
"53";69;"2020-08-22";12;1;28;208
"53";79;"2020-08-22";15;2;55;297
"53";89;"2020-08-22";15;0;101;285
"53";90;"2020-08-22";7;1;74;132
"75";0;"2020-08-22";69;12;430;2311
"75";9;"2020-08-22";0;0;0;14
"75";19;"2020-08-22";0;0;0;21
"75";29;"2020-08-22";3;0;2;78
"75";39;"2020-08-22";3;1;2;130
"75";49;"2020-08-22";3;1;3;179
"75";59;"2020-08-22";8;4;13;335
"75";69;"2020-08-22";13;4;43;417
"75";79;"2020-08-22";19;2;100;402
"75";89;"2020-08-22";10;0;162;473
"75";90;"2020-08-22";9;0;105;249
"76";0;"2020-08-22";100;13;520;3039
"76";9;"2020-08-22";0;0;0;26
"76";19;"2020-08-22";1;0;0;23
"76";29;"2020-08-22";6;1;1;113
"76";39;"2020-08-22";1;0;1;167
"76";49;"2020-08-22";5;1;3;291
"76";59;"2020-08-22";12;2;19;461
"76";69;"2020-08-22";27;5;62;532
"76";79;"2020-08-22";21;2;106;611
"76";89;"2020-08-22";19;2;201;526
"76";90;"2020-08-22";8;0;127;287
"84";0;"2020-08-22";242;19;1771;8272
"84";9;"2020-08-22";1;1;0;51
"84";19;"2020-08-22";2;0;0;51
"84";29;"2020-08-22";3;0;1;257
"84";39;"2020-08-22";5;2;4;401
"84";49;"2020-08-22";12;1;12;582
"84";59;"2020-08-22";21;2;46;1037
"84";69;"2020-08-22";36;2;144;1333
"84";79;"2020-08-22";76;10;364;1669
"84";89;"2020-08-22";61;1;725;1838
"84";90;"2020-08-22";25;0;454;961
"93";0;"2020-08-22";359;29;984;6124
"93";9;"2020-08-22";4;0;0;35
"93";19;"2020-08-22";0;0;0;53
"93";29;"2020-08-22";9;1;1;339
"93";39;"2020-08-22";12;0;3;450
"93";49;"2020-08-22";14;0;6;577
"93";59;"2020-08-22";34;3;37;944
"93";69;"2020-08-22";66;12;79;1059
"93";79;"2020-08-22";73;6;208;1060
"93";89;"2020-08-22";95;7;401;1009
"93";90;"2020-08-22";47;0;244;567
"94";0;"2020-08-22";6;2;59;256
"94";9;"2020-08-22";0;0;0;6
"94";19;"2020-08-22";0;0;0;1
"94";29;"2020-08-22";0;0;0;14
"94";39;"2020-08-22";0;0;0;18
"94";49;"2020-08-22";1;0;1;22
"94";59;"2020-08-22";1;1;1;38
"94";69;"2020-08-22";1;0;3;39
"94";79;"2020-08-22";3;1;16;53
"94";89;"2020-08-22";0;0;25;44
"94";90;"2020-08-22";0;0;13;21
"01";0;"2020-08-23";11;7;19;90
"01";9;"2020-08-23";0;0;0;0
"01";19;"2020-08-23";0;0;0;2
"01";29;"2020-08-23";0;0;0;1
"01";39;"2020-08-23";1;1;0;7
"01";49;"2020-08-23";4;2;0;7
"01";59;"2020-08-23";1;0;1;19
"01";69;"2020-08-23";3;2;5;21
"01";79;"2020-08-23";1;1;7;16
"01";89;"2020-08-23";1;1;6;16
"01";90;"2020-08-23";0;0;0;0
"02";0;"2020-08-23";11;3;17;99
"02";9;"2020-08-23";0;0;0;0
"02";19;"2020-08-23";0;0;0;0
"02";29;"2020-08-23";0;0;0;3
"02";39;"2020-08-23";2;1;0;5
"02";49;"2020-08-23";1;0;0;12
"02";59;"2020-08-23";2;0;1;24
"02";69;"2020-08-23";1;0;4;25
"02";79;"2020-08-23";1;0;5;22
"02";89;"2020-08-23";4;2;5;7
"02";90;"2020-08-23";0;0;2;1
"03";0;"2020-08-23";82;16;51;1419
"03";9;"2020-08-23";4;0;0;77
"03";19;"2020-08-23";4;0;0;83
"03";29;"2020-08-23";14;0;2;292
"03";39;"2020-08-23";13;1;0;303
"03";49;"2020-08-23";7;2;2;220
"03";59;"2020-08-23";12;4;4;145
"03";69;"2020-08-23";18;8;15;153
"03";79;"2020-08-23";5;1;15;97
"03";89;"2020-08-23";4;0;11;40
"03";90;"2020-08-23";0;0;1;6
"04";0;"2020-08-23";45;9;6;193
"04";9;"2020-08-23";2;1;0;4
"04";19;"2020-08-23";3;0;1;8
"04";29;"2020-08-23";1;1;0;28
"04";39;"2020-08-23";4;0;1;24
"04";49;"2020-08-23";2;1;2;25
"04";59;"2020-08-23";7;3;0;31
"04";69;"2020-08-23";10;1;1;39
"04";79;"2020-08-23";8;1;0;24
"04";89;"2020-08-23";7;1;1;9
